Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended,management_records
2018,20139,Soybeans,Irrigated,3618.101922371586,13010.694512848224,3759.3289490812576,13518.546900896205,2
2019,20139,Soybeans,Irrigated,3718.978370021352,13373.446218596782,3833.3050106910864,13784.564818445147,2
2020,20139,Soybeans,Irrigated,4243.535897800132,15259.755088489275,4337.687248939913,15598.323347187928,2
2021,20139,Soybeans,Irrigated,4290.611573370023,15429.0392178386,4357.862538469866,15670.87368833764,2
1990,20139,Soybeans,Non-Irrigated,1479.5212321965596,5320.358350978829,2273.082620374714,8174.005102867472,2
1991,20139,Soybeans,Non-Irrigated,1109.6409241474196,3990.268763234121,1674.549030986106,6021.6783154260365,2
1992,20139,Soybeans,Non-Irrigated,2562.261770304042,9213.893326013334,3806.404624651149,13687.83103024553,2
1993,20139,Soybeans,Non-Irrigated,1923.3776018555277,6916.465856272477,2817.8154376834473,10132.864313909677,2
1994,20139,Soybeans,Non-Irrigated,2125.1304971550585,7641.96926776959,3059.918912042884,11003.468407706212,2
1995,20139,Soybeans,Non-Irrigated,1802.325864675809,6481.163809374209,2555.536673794057,9189.70987896343,2
1996,20139,Soybeans,Non-Irrigated,2777.464858623541,9987.763631610254,3887.105782770961,13978.032394844377,2
1997,20139,Soybeans,Non-Irrigated,2521.9111912441354,9068.79264371391,3476.874895661915,12502.842124800249,2
1998,20139,Soybeans,Non-Irrigated,1708.174513536028,6142.595550675556,2320.158295944605,8343.289232216799,2
1999,20139,Soybeans,Non-Irrigated,1856.126636755684,6674.631385773439,2488.2857086942136,8947.875408464392,2
2000,20139,Soybeans,Non-Irrigated,538.0077207987489,1934.675763992301,712.8602300583423,2563.445387289799,2
2001,20139,Soybeans,Non-Irrigated,1957.0030844054493,7037.383091521996,2548.811577284073,9165.526431913526,2
2002,20139,Soybeans,Non-Irrigated,1217.2424683071697,4377.203916032581,1566.9474868263562,5634.7431626275775,2
2003,20139,Soybeans,Non-Irrigated,1257.5930473670755,4522.3045983320035,1593.8478728662938,5731.476950827193,2
2004,20139,Soybeans,Non-Irrigated,2837.990727213401,10205.41465505939,3550.850957271743,12768.860042349188,2
2005,20139,Soybeans,Non-Irrigated,2474.835515674245,8899.508514364585,3059.918912042884,11003.468407706212,2
2006,20139,Soybeans,Non-Irrigated,1977.1783739354023,7109.933432671707,2407.584550574401,8657.674043865545,2
2007,20139,Soybeans,Non-Irrigated,1492.971425216528,5368.7252450786355,1795.6007681658243,6456.980362324304,2
2008,20139,Soybeans,Non-Irrigated,2165.481076214965,7787.0699500690125,2575.71196332401,9262.26022011314,2
2009,20139,Soybeans,Non-Irrigated,2864.891113253338,10302.148443259004,3362.548254992181,12091.723524951882,2
2010,20139,Soybeans,Non-Irrigated,1977.1783739354023,7109.933432671707,2293.2579099046675,8246.555444017184,2
2011,20139,Soybeans,Non-Irrigated,1412.270267096716,5078.523880479791,1620.7482589062313,5828.2107390268075,2
2012,20139,Soybeans,Non-Irrigated,1156.71659971731,4159.552892583448,1311.3938194469504,4715.7721747312335,2
2013,20139,Soybeans,Non-Irrigated,2495.0108052041983,8972.058855514297,2790.91505164351,10036.130525710065,2
2014,20139,Soybeans,Non-Irrigated,2111.6803041350895,7593.602373669782,2333.6084889645736,8391.656126316606,2
2015,20139,Soybeans,Non-Irrigated,2542.0864807740886,9141.342984863622,2777.464858623541,9987.763631610254,2
2016,20139,Soybeans,Non-Irrigated,3167.5204562026343,11390.403560504674,3423.07412358204,12309.374548401016,2
2017,20139,Soybeans,Non-Irrigated,3201.145938752556,11511.320795754193,3423.07412358204,12309.374548401016,2
2018,20139,Soybeans,Non-Irrigated,2589.1621563439794,9310.62711421295,2737.114279563635,9842.662949310832,2
2019,20139,Soybeans,Non-Irrigated,2871.6162097633223,10326.331890308908,2999.3930434530257,10785.81738425708,2
2020,20139,Soybeans,Non-Irrigated,2434.484936614339,8754.407832065162,2515.186094734151,9044.609196664009,2
2021,20139,Soybeans,Non-Irrigated,2723.6640865436666,9794.296055211023,2784.1899551335255,10011.947078660158,2
1990,20149,Soybeans,Irrigated,2387.409261044448,8585.123702715835,3375.9984480121498,12140.09041905169,2
1991,20149,Soybeans,Irrigated,1735.0748995759654,6239.329338875172,2427.7598401043547,8730.224385015259,2
1992,20149,Soybeans,Irrigated,3046.4687190229156,10955.101513606403,4203.185318740226,15114.654406189851,2
1993,20149,Soybeans,Irrigated,2030.9791460152771,7303.401009070937,2770.7397621135574,9963.580184560353,2
1994,20149,Soybeans,Irrigated,2616.0625423839165,9407.360902412564,3523.950571231805,12672.12625414957,2
1995,20149,Soybeans,Irrigated,2064.6046285651987,7424.318244320455,2750.5644725836037,9891.02984341064,2
1996,20149,Soybeans,Irrigated,3046.4687190229156,10955.101513606403,4008.15751995068,14413.334441742643,2
1997,20149,Soybeans,Irrigated,2555.536673794057,9189.70987896343,3322.1976759322747,11946.62284265246,2
1998,20149,Soybeans,Irrigated,2636.23783191387,9479.911243562276,3389.4486410321183,12188.457313151495,2
1999,20149,Soybeans,Irrigated,2313.4331994346203,8319.105785166896,2938.8671748631664,10568.166360807949,2
2000,20149,Soybeans,Irrigated,1506.421618236497,5417.092139178443,1896.47721581559,6819.732068072862,2
2001,20149,Soybeans,Irrigated,2468.1104191642607,8875.325067314681,3066.644008552869,11027.651854756115,2
2002,20149,Soybeans,Irrigated,1795.6007681658243,6456.980362324304,2205.8316552748706,7932.170632368435,2
2003,20149,Soybeans,Irrigated,1573.6725833363405,5658.926609677481,1916.6525053455432,6892.282409222574,2
2004,20149,Soybeans,Irrigated,3086.8192980828217,11100.202195905827,3712.253273511368,13349.26277154688,2
2005,20149,Soybeans,Irrigated,2723.6640865436666,9794.296055211023,3241.4965178124626,11656.421478053617,2
2006,20149,Soybeans,Irrigated,2051.15443554523,7375.951350220648,2414.3096470843857,8681.85749091545,2
2007,20149,Soybeans,Irrigated,2609.337445873932,9383.17745536266,3039.7436225129313,10930.918066556502,2
2008,20149,Soybeans,Irrigated,2945.5922713731497,10592.349807857849,3396.1737375421026,12212.6407602014,2
2009,20149,Soybeans,Irrigated,3530.67566774179,12696.309701199478,4035.0579059906167,14510.06822994226,2
2010,20149,Soybeans,Irrigated,2071.329725075183,7448.501691370359,2340.333585474558,8415.83957336651,2
2011,20149,Soybeans,Irrigated,2501.7359017141825,8996.2423025642,2797.6401481534945,10060.313972759966,2
2012,20149,Soybeans,Irrigated,1869.5768297756529,6722.998279873247,2071.329725075183,7448.501691370359,2
2013,20149,Soybeans,Irrigated,2864.891113253338,10302.148443259004,3140.620070162697,11293.66977230506,2
2014,20149,Soybeans,Irrigated,2864.891113253338,10302.148443259004,3113.719684122759,11196.935984105445,2
2015,20149,Soybeans,Irrigated,2595.8872528539637,9334.810561262851,2790.91505164351,10036.130525710065,2
2016,20149,Soybeans,Irrigated,3490.3250886818837,12551.209018900054,3718.978370021352,13373.446218596782,2
2017,20149,Soybeans,Irrigated,2952.317367883135,10616.533254907754,3120.444780632744,11221.119431155348,2
2018,20149,Soybeans,Irrigated,2656.413121443823,9552.461584711988,2777.464858623541,9987.763631610254,2
2019,20149,Soybeans,Irrigated,3382.7235445221336,12164.273866101592,3503.775281701852,12599.57591299986,2
2020,20149,Soybeans,Irrigated,3133.8949736527125,11269.486325255157,3221.321228282509,11583.871136903905,2
2021,20149,Soybeans,Irrigated,3147.345166672681,11317.853219354962,3201.145938752556,11511.320795754193,2
1990,20149,Soybeans,Non-Irrigated,2387.409261044448,8585.123702715835,3375.9984480121498,12140.09041905169,2
1991,20149,Soybeans,Non-Irrigated,1735.0748995759654,6239.329338875172,2427.7598401043547,8730.224385015259,2
1992,20149,Soybeans,Non-Irrigated,3046.4687190229156,10955.101513606403,4203.185318740226,15114.654406189851,2
1993,20149,Soybeans,Non-Irrigated,2030.9791460152771,7303.401009070937,2770.7397621135574,9963.580184560353,2
1994,20149,Soybeans,Non-Irrigated,2616.0625423839165,9407.360902412564,3523.950571231805,12672.12625414957,2
1995,20149,Soybeans,Non-Irrigated,2064.6046285651987,7424.318244320455,2750.5644725836037,9891.02984341064,2
1996,20149,Soybeans,Non-Irrigated,3046.4687190229156,10955.101513606403,4008.15751995068,14413.334441742643,2
1997,20149,Soybeans,Non-Irrigated,2555.536673794057,9189.70987896343,3322.1976759322747,11946.62284265246,2
1998,20149,Soybeans,Non-Irrigated,2636.23783191387,9479.911243562276,3389.4486410321183,12188.457313151495,2
1999,20149,Soybeans,Non-Irrigated,2313.4331994346203,8319.105785166896,2938.8671748631664,10568.166360807949,2
2000,20149,Soybeans,Non-Irrigated,1506.421618236497,5417.092139178443,1896.47721581559,6819.732068072862,2
2001,20149,Soybeans,Non-Irrigated,2468.1104191642607,8875.325067314681,3066.644008552869,11027.651854756115,2
2002,20149,Soybeans,Non-Irrigated,1795.6007681658243,6456.980362324304,2205.8316552748706,7932.170632368435,2
2003,20149,Soybeans,Non-Irrigated,1573.6725833363405,5658.926609677481,1916.6525053455432,6892.282409222574,2
2004,20149,Soybeans,Non-Irrigated,3086.8192980828217,11100.202195905827,3712.253273511368,13349.26277154688,2
2005,20149,Soybeans,Non-Irrigated,2723.6640865436666,9794.296055211023,3241.4965178124626,11656.421478053617,2
2006,20149,Soybeans,Non-Irrigated,2051.15443554523,7375.951350220648,2414.3096470843857,8681.85749091545,2
2007,20149,Soybeans,Non-Irrigated,2609.337445873932,9383.17745536266,3039.7436225129313,10930.918066556502,2
2008,20149,Soybeans,Non-Irrigated,2945.5922713731497,10592.349807857849,3396.1737375421026,12212.6407602014,2
2009,20149,Soybeans,Non-Irrigated,3530.67566774179,12696.309701199478,4035.0579059906167,14510.06822994226,2
2010,20149,Soybeans,Non-Irrigated,2071.329725075183,7448.501691370359,2340.333585474558,8415.83957336651,2
2011,20149,Soybeans,Non-Irrigated,2501.7359017141825,8996.2423025642,2797.6401481534945,10060.313972759966,2
2012,20149,Soybeans,Non-Irrigated,1869.5768297756529,6722.998279873247,2071.329725075183,7448.501691370359,2
2013,20149,Soybeans,Non-Irrigated,2864.891113253338,10302.148443259004,3140.620070162697,11293.66977230506,2
2014,20149,Soybeans,Non-Irrigated,2864.891113253338,10302.148443259004,3113.719684122759,11196.935984105445,2
2015,20149,Soybeans,Non-Irrigated,2595.8872528539637,9334.810561262851,2790.91505164351,10036.130525710065,2
2016,20149,Soybeans,Non-Irrigated,3490.3250886818837,12551.209018900054,3718.978370021352,13373.446218596782,2
2017,20149,Soybeans,Non-Irrigated,2952.317367883135,10616.533254907754,3120.444780632744,11221.119431155348,2
2018,20149,Soybeans,Non-Irrigated,2656.413121443823,9552.461584711988,2777.464858623541,9987.763631610254,2
2019,20149,Soybeans,Non-Irrigated,3382.7235445221336,12164.273866101592,3503.775281701852,12599.57591299986,2
2020,20149,Soybeans,Non-Irrigated,3133.8949736527125,11269.486325255157,3221.321228282509,11583.871136903905,2
2021,20149,Soybeans,Non-Irrigated,3147.345166672681,11317.853219354962,3201.145938752556,11511.320795754193,2
1990,20161,Soybeans,Irrigated,3180.9706492226032,11438.770454604482,4135.934353640382,14872.819935690815,2
1991,20161,Soybeans,Irrigated,3194.420842242572,11487.13734870429,4115.75906411043,14800.269594541103,2
1992,20161,Soybeans,Irrigated,3382.7235445221336,12164.273866101592,4317.511959409961,15525.773006038218,2
1993,20161,Soybeans,Irrigated,1903.2023123255744,6843.915515122765,2407.584550574401,8657.674043865545,2
1994,20161,Soybeans,Irrigated,3261.6718073424154,11728.971819203323,4088.858678070492,14703.53580634149,2
1995,20161,Soybeans,Irrigated,2764.0146656035727,9939.396737510448,3436.5243166020086,12357.741442500825,2
1996,20161,Soybeans,Irrigated,3530.67566774179,12696.309701199478,4351.137441959882,15646.690241287735,2
1997,20161,Soybeans,Irrigated,3571.026246801696,12841.410383498898,4364.587634979851,15695.057135387544,2
1998,20161,Soybeans,Irrigated,3268.3969038523996,11753.155266253229,3961.081844380789,14244.050312393318,2
1999,20161,Soybeans,Irrigated,3100.2694911027907,11148.569090005636,3725.703466531336,13397.629665646686,2
2000,20161,Soybeans,Irrigated,2427.7598401043547,8730.224385015259,2891.7914992932756,10398.88223145862,2
2001,20161,Soybeans,Irrigated,3355.823158482196,12067.540077901976,3967.806940890773,14268.23375944322,2
2002,20161,Soybeans,Irrigated,3039.7436225129313,10930.918066556502,3564.3011502917116,12817.226936448997,2
2003,20161,Soybeans,Irrigated,2885.0664027832913,10374.698784408716,3355.823158482196,12067.540077901976,2
2004,20161,Soybeans,Irrigated,3813.129721161133,13712.014477295435,4398.213117529773,15815.974370637065,2
2005,20161,Soybeans,Irrigated,3423.07412358204,12309.374548401016,3914.0061688108985,14074.766183043992,2
2006,20161,Soybeans,Irrigated,3194.420842242572,11487.13734870429,3624.827018881571,13034.87795989813,2
2007,20161,Soybeans,Irrigated,3275.122000362384,11777.338713303132,3692.0779839814145,13276.712430397169,2
2008,20161,Soybeans,Irrigated,3409.623930562071,12261.007654301207,3813.129721161133,13712.014477295435,2
2009,20161,Soybeans,Irrigated,4014.882616460664,14437.517888792549,4452.013889609648,16009.441947036294,2
2010,20161,Soybeans,Irrigated,2938.8671748631664,10568.166360807949,3234.7714213024783,11632.238031003712,2
2011,20161,Soybeans,Irrigated,2925.416981843197,10519.799466708137,3194.420842242572,11487.13734870429,2
2012,20161,Soybeans,Irrigated,3476.874895661915,12502.842124800249,3766.054045591243,13542.73034794611,2
2013,20161,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,3961.081844380789,14244.050312393318,2
2014,20161,Soybeans,Irrigated,3611.3768258616024,12986.511065798322,3853.480300221039,13857.115159594858,2
2015,20161,Soybeans,Irrigated,3523.950571231805,12672.12625414957,3732.428563041321,13421.813112696587,2
2016,20161,Soybeans,Irrigated,4021.607712970648,14461.701335842452,4230.085704780164,15211.388194389468,2
2017,20161,Soybeans,Irrigated,3893.830879280945,14002.215841894278,4068.683388540539,14630.98546519178,2
2018,20161,Soybeans,Irrigated,3611.3768258616024,12986.511065798322,3745.8787560612896,13470.180006796398,2
2019,20161,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,3792.95443163118,13639.464136145723,2
2020,20161,Soybeans,Irrigated,4277.161380350054,15380.672323738794,4371.312731489835,15719.240582437444,2
2021,20161,Soybeans,Irrigated,4330.962152429929,15574.139900138023,4391.488021019788,15791.790923587158,2
1990,20161,Soybeans,Non-Irrigated,1802.325864675809,6481.163809374209,2858.166016743354,10277.9649962091,2
1991,20161,Soybeans,Non-Irrigated,1479.5212321965596,5320.358350978829,2306.7081029246356,8294.92233811699,2
1992,20161,Soybeans,Non-Irrigated,2495.0108052041983,8972.058855514297,3819.854817671117,13736.197924345335,2
1993,20161,Soybeans,Non-Irrigated,2051.15443554523,7375.951350220648,3086.8192980828217,11100.202195905827,2
1994,20161,Soybeans,Non-Irrigated,2568.986866814026,9238.076773063238,3806.404624651149,13687.83103024553,2
1995,20161,Soybeans,Non-Irrigated,1876.301926285637,6747.18172692315,2730.389183053651,9818.479502260929,2
1996,20161,Soybeans,Non-Irrigated,2555.536673794057,9189.70987896343,3665.177597941477,13179.978642197551,2
1997,20161,Soybeans,Non-Irrigated,2219.281848294839,7980.537526468242,3127.169877142728,11245.302878205252,2
1998,20161,Soybeans,Non-Irrigated,2474.835515674245,8899.508514364585,3436.5243166020086,12357.741442500825,2
1999,20161,Soybeans,Non-Irrigated,2219.281848294839,7980.537526468242,3033.018526002947,10906.734619506598,2
2000,20161,Soybeans,Non-Irrigated,1123.0911171673883,4038.635657333929,1513.1467147464814,5441.2755862283475,2
2001,20161,Soybeans,Non-Irrigated,2239.4571378247924,8053.087867617954,2972.4926574130877,10689.083596057464,2
2002,20161,Soybeans,Non-Irrigated,1170.166792737279,4207.919786683255,1526.59690776645,5489.642480328154,2
2003,20161,Soybeans,Non-Irrigated,1089.4656346174663,3917.7184220844097,1405.5451705867315,5054.340433429887,2
2004,20161,Soybeans,Non-Irrigated,2790.91505164351,10036.130525710065,3544.1258607617588,12744.676595299285,2
2005,20161,Soybeans,Non-Irrigated,2878.341306273306,10350.51533735881,3604.651729351618,12962.32761874842,2
2006,20161,Soybeans,Non-Irrigated,2145.3057866850113,7714.5196089193005,2649.6880249338387,9528.278137662084,2
2007,20161,Soybeans,Non-Irrigated,2528.63628775412,9092.976090763816,3080.0942015728374,11076.018748855924,2
2008,20161,Soybeans,Non-Irrigated,2905.241692313244,10447.249125558426,3490.3250886818837,12551.209018900054,2
2009,20161,Soybeans,Non-Irrigated,3503.775281701852,12599.57591299986,4156.109643170335,14945.370276840527,2
2010,20161,Soybeans,Non-Irrigated,2246.1822343347767,8077.271314667857,2629.5127354038855,9455.727796512372,2
2011,20161,Soybeans,Non-Irrigated,2454.660226144292,8826.958173214873,2837.990727213401,10205.41465505939,2
2012,20161,Soybeans,Non-Irrigated,1936.827794875496,6964.832750372284,2205.8316552748706,7932.170632368435,2
2013,20161,Soybeans,Non-Irrigated,2622.7876388939007,9431.544349462469,2952.317367883135,10616.533254907754,2
2014,20161,Soybeans,Non-Irrigated,2508.460998224167,9020.425749614104,2790.91505164351,10036.130525710065,2
2015,20161,Soybeans,Non-Irrigated,2851.440920233369,10253.781549159195,3133.8949736527125,11269.486325255157,2
2016,20161,Soybeans,Non-Irrigated,3423.07412358204,12309.374548401016,3712.253273511368,13349.26277154688,2
2017,20161,Soybeans,Non-Irrigated,2299.983006414652,8270.738891067087,2468.1104191642607,8875.325067314681,2
2018,20161,Soybeans,Non-Irrigated,2649.6880249338387,9528.278137662084,2804.3652446634787,10084.49741980987,2
2019,20161,Soybeans,Non-Irrigated,3342.3729654622275,12019.17318380217,3497.050185191868,12575.392465949955,2
2020,20161,Soybeans,Non-Irrigated,3120.444780632744,11221.119431155348,3228.046324792494,11608.054583953808,2
2021,20161,Soybeans,Non-Irrigated,3234.7714213024783,11632.238031003712,3308.747482912306,11898.255948552653,2
1990,20177,Soybeans,Irrigated,3618.101922371586,13010.694512848224,3584.4764398216644,12889.777277598703,2
1991,20177,Soybeans,Irrigated,3631.552115391555,13059.061406948033,3618.101922371586,13010.694512848224,2
1992,20177,Soybeans,Irrigated,3947.631651360821,14195.683418293513,3954.3567478708046,14219.866865343414,2
1993,20177,Soybeans,Irrigated,2797.6401481534945,10060.313972759966,2824.540534193432,10157.047760959582,2
1994,20177,Soybeans,Irrigated,3786.229335121195,13615.28068909582,3840.03010720107,13808.74826549505,2
1995,20177,Soybeans,Irrigated,2064.6046285651987,7424.318244320455,2104.9552076251052,7569.418926619878,2
1996,20177,Soybeans,Irrigated,4035.0579059906167,14510.06822994226,4142.659450150367,14897.00338274072,2
1997,20177,Soybeans,Irrigated,3900.55597579093,14026.399288944183,4035.0579059906167,14510.06822994226,2
1998,20177,Soybeans,Irrigated,3523.950571231805,12672.12625414957,3665.177597941477,13179.978642197551,2
1999,20177,Soybeans,Irrigated,3315.47257942229,11922.439395602554,3470.149799151931,12478.658677750343,2
2000,20177,Soybeans,Irrigated,2837.990727213401,10205.41465505939,2992.6679469430405,10761.633937207174,2
2001,20177,Soybeans,Irrigated,3611.3768258616024,12986.511065798322,3826.579914181101,13760.38137139524,2
2002,20177,Soybeans,Irrigated,3046.4687190229156,10955.101513606403,3248.2216143224464,11680.604925103518,2
2003,20177,Soybeans,Irrigated,3127.169877142728,11245.302878205252,3355.823158482196,12067.540077901976,2
2004,20177,Soybeans,Irrigated,4129.209257130397,14848.63648864091,4465.464082629616,16057.8088411361,2
2005,20177,Soybeans,Irrigated,3618.101922371586,13010.694512848224,3934.1814583408513,14147.316524193702,2
2006,20177,Soybeans,Irrigated,3335.6478689522432,11994.989736752266,3651.727404921508,13131.611748097745,2
2007,20177,Soybeans,Irrigated,3315.47257942229,11922.439395602554,3651.727404921508,13131.611748097745,2
2008,20177,Soybeans,Irrigated,3597.926632841634,12938.144171698514,3940.906554850835,14171.499971243606,2
2009,20177,Soybeans,Irrigated,3826.579914181101,13760.38137139524,4162.83473968032,14969.55372389043,2
2010,20177,Soybeans,Irrigated,2905.241692313244,10447.249125558426,3140.620070162697,11293.66977230506,2
2011,20177,Soybeans,Irrigated,3288.5721933823525,11825.70560740294,3537.4007642517745,12720.49314824938,2
2012,20177,Soybeans,Irrigated,3248.2216143224464,11680.604925103518,3470.149799151931,12478.658677750343,2
2013,20177,Soybeans,Irrigated,3725.703466531336,13397.629665646686,3954.3567478708046,14219.866865343414,2
2014,20177,Soybeans,Irrigated,2844.715823723385,10229.598102109292,2999.3930434530257,10785.81738425708,2
2015,20177,Soybeans,Irrigated,3651.727404921508,13131.611748097745,3826.579914181101,13760.38137139524,2
2016,20177,Soybeans,Irrigated,3887.105782770961,13978.032394844377,4048.5080990105857,14558.435124042067,2
2017,20177,Soybeans,Irrigated,3718.978370021352,13373.446218596782,3853.480300221039,13857.115159594858,2
2018,20177,Soybeans,Irrigated,3416.349027072056,12285.191101351113,3517.225474721821,12647.942807099667,2
2019,20177,Soybeans,Irrigated,3645.002308411524,13107.42830104784,3732.428563041321,13421.813112696587,2
2020,20177,Soybeans,Irrigated,3920.7312653208824,14098.949630093894,3987.982230420726,14340.784100592931,2
2021,20177,Soybeans,Irrigated,4095.583774580476,14727.719253391391,4142.659450150367,14897.00338274072,2
1990,20177,Soybeans,Non-Irrigated,2427.7598401043547,8730.224385015259,3160.79535969265,11366.22011345477,2
1991,20177,Soybeans,Non-Irrigated,1957.0030844054493,7037.383091521996,2521.9111912441354,9068.79264371391,2
1992,20177,Soybeans,Non-Irrigated,3066.644008552869,11027.651854756115,3920.7312653208824,14098.949630093894,2
1993,20177,Soybeans,Non-Irrigated,2407.584550574401,8657.674043865545,3046.4687190229156,10955.101513606403,2
1994,20177,Soybeans,Non-Irrigated,2333.6084889645736,8391.656126316606,2932.142078353182,10543.982913758044,2
1995,20177,Soybeans,Non-Irrigated,1862.851733265668,6698.814832823343,2320.158295944605,8343.289232216799,2
1996,20177,Soybeans,Non-Irrigated,3133.8949736527125,11269.486325255157,3866.930493241008,13905.482053694665,2
1997,20177,Soybeans,Non-Irrigated,2568.986866814026,9238.076773063238,3140.620070162697,11293.66977230506,2
1998,20177,Soybeans,Non-Irrigated,2373.959068024479,8536.756808616028,2878.341306273306,10350.51533735881,2
1999,20177,Soybeans,Non-Irrigated,1822.5011542057616,6553.71415052392,2192.3814622549016,7883.803738268626,2
2000,20177,Soybeans,Non-Irrigated,1304.668722936966,4691.58872768133,1553.4972938063877,5586.37626852777,2
2001,20177,Soybeans,Non-Irrigated,2575.71196332401,9262.26022011314,3046.4687190229156,10955.101513606403,2
2002,20177,Soybeans,Non-Irrigated,1667.8239344761216,5997.494868376133,1957.0030844054493,7037.383091521996,2
2003,20177,Soybeans,Non-Irrigated,1506.421618236497,5417.092139178443,1748.525092595934,6287.696232974979,2
2004,20177,Soybeans,Non-Irrigated,3429.7992200920244,12333.55799545092,3954.3567478708046,14219.866865343414,2
2005,20177,Soybeans,Non-Irrigated,2750.5644725836037,9891.02984341064,3147.345166672681,11317.853219354962,2
2006,20177,Soybeans,Non-Irrigated,2495.0108052041983,8972.058855514297,2831.2656307034163,10181.231208009483,2
2007,20177,Soybeans,Non-Irrigated,2185.656365744918,7859.620291218723,2461.3853226542765,8851.141620264778,2
2008,20177,Soybeans,Non-Irrigated,2495.0108052041983,8972.058855514297,2784.1899551335255,10011.947078660158,2
2009,20177,Soybeans,Non-Irrigated,3288.5721933823525,11825.70560740294,3645.002308411524,13107.42830104784,2
2010,20177,Soybeans,Non-Irrigated,2138.580690175027,7690.336161869397,2353.7837784945264,8464.206467466316,2
2011,20177,Soybeans,Non-Irrigated,2057.879532055215,7400.134797270553,2246.1822343347767,8077.271314667857,2
2012,20177,Soybeans,Non-Irrigated,1795.6007681658243,6456.980362324304,1943.5528913854805,6989.016197422187,2
2013,20177,Soybeans,Non-Irrigated,2595.8872528539637,9334.810561262851,2790.91505164351,10036.130525710065,2
2014,20177,Soybeans,Non-Irrigated,2548.811577284073,9165.526431913526,2716.938990033682,9770.11260816112,2
2015,20177,Soybeans,Non-Irrigated,3113.719684122759,11196.935984105445,3295.2972898923367,11849.889054452844,2
2016,20177,Soybeans,Non-Irrigated,3261.6718073424154,11728.971819203323,3429.7992200920244,12333.55799545092,2
2017,20177,Soybeans,Non-Irrigated,3140.620070162697,11293.66977230506,3275.122000362384,11777.338713303132,2
2018,20177,Soybeans,Non-Irrigated,2387.409261044448,8585.123702715835,2474.835515674245,8899.508514364585,2
2019,20177,Soybeans,Non-Irrigated,3113.719684122759,11196.935984105445,3201.145938752556,11511.320795754193,2
2020,20177,Soybeans,Non-Irrigated,2858.166016743354,10277.9649962091,2918.6918853332127,10495.616019658231,2
2021,20177,Soybeans,Non-Irrigated,3174.245552712619,11414.587007554575,3214.5961317725246,11559.687689854,2
1990,20197,Soybeans,Irrigated,3120.444780632744,11221.119431155348,4169.559836190304,14993.737170940334,2
1991,20197,Soybeans,Irrigated,2871.6162097633223,10326.331890308908,3792.95443163118,13639.464136145723,2
1992,20197,Soybeans,Irrigated,3174.245552712619,11414.587007554575,4156.109643170335,14945.370276840527,2
1993,20197,Soybeans,Irrigated,1627.4733554162156,5852.394186076711,2111.6803041350895,7593.602373669782,2
1994,20197,Soybeans,Irrigated,3248.2216143224464,11680.604925103518,4169.559836190304,14993.737170940334,2
1995,20197,Soybeans,Irrigated,2750.5644725836037,9891.02984341064,3497.050185191868,12575.392465949955,2
1996,20197,Soybeans,Irrigated,3537.4007642517745,12720.49314824938,4452.013889609648,16009.441947036294,2
1997,20197,Soybeans,Irrigated,3678.627790961446,13228.34553629736,4586.515819809335,16493.110888034367,2
1998,20197,Soybeans,Irrigated,3375.9984480121498,12140.09041905169,4169.559836190304,14993.737170940334,2
1999,20197,Soybeans,Irrigated,3180.9706492226032,11438.770454604482,3893.830879280945,14002.215841894278,2
2000,20197,Soybeans,Irrigated,2568.986866814026,9238.076773063238,3113.719684122759,11196.935984105445,2
2001,20197,Soybeans,Irrigated,3463.424702641946,12454.475230700438,4156.109643170335,14945.370276840527,2
2002,20197,Soybeans,Irrigated,3080.0942015728374,11076.018748855924,3665.177597941477,13179.978642197551,2
2003,20197,Soybeans,Irrigated,2985.9428504330563,10737.450490157273,3523.950571231805,12672.12625414957,2
2004,20197,Soybeans,Irrigated,4048.5080990105857,14558.435124042067,4727.742846519006,17000.963276082344,2
2005,20197,Soybeans,Irrigated,3651.727404921508,13131.611748097745,4230.085704780164,15211.388194389468,2
2006,20197,Soybeans,Irrigated,3396.1737375421026,12212.6407602014,3900.55597579093,14026.399288944183,2
2007,20197,Soybeans,Irrigated,3409.623930562071,12261.007654301207,3880.380686260977,13953.848947794477,2
2008,20197,Soybeans,Irrigated,3456.6996061319614,12430.291783650531,3900.55597579093,14026.399288944183,2
2009,20197,Soybeans,Irrigated,3987.982230420726,14340.784100592931,4458.738986119632,16033.625394086195,2
2010,20197,Soybeans,Irrigated,2972.4926574130877,10689.083596057464,3295.2972898923367,11849.889054452844,2
2011,20197,Soybeans,Irrigated,3033.018526002947,10906.734619506598,3335.6478689522432,11994.989736752266,2
2012,20197,Soybeans,Irrigated,3449.974509621977,12406.10833660063,3766.054045591243,13542.73034794611,2
2013,20197,Soybeans,Irrigated,3752.603852571274,13494.3634538463,4061.9582920305543,14606.802018141874,2
2014,20197,Soybeans,Irrigated,3685.3528874714298,13252.528983347262,3954.3567478708046,14219.866865343414,2
2015,20197,Soybeans,Irrigated,3631.552115391555,13059.061406948033,3866.930493241008,13905.482053694665,2
2016,20197,Soybeans,Irrigated,4061.9582920305543,14606.802018141874,4290.611573370023,15429.0392178386,2
2017,20197,Soybeans,Irrigated,3927.456361830867,14123.1330771438,4115.75906411043,14800.269594541103,2
